date_of_sale,address,postal_code,county,price,description
10/12/2020,"8 BELMONT GREEN, GALLOPING GREEN, BLACKROCK",,Dublin,"€808,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"8 Cnoc Dubh Walk, Ballyboughal, Swords",,Dublin,"€502,202.64",New Dwelling house /Apartment
10/12/2020,"8 ESKER MEADOW COURT, LUCAN, DUBLIN",,Dublin,"€360,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"8 SANDBROOK, SARSFIELD RD, WILTON",,Cork,"€185,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"8 Silverbrook Drive, Arden Road, Tullamore",,Offaly,"€228,193.00",New Dwelling house /Apartment
10/12/2020,"8 The Drive, Bellingsmore, Church Road",Dublin 15,Dublin,"€345,814.98",New Dwelling house /Apartment
10/12/2020,"8 THE GROVE, CROWE ST, GORT",,Galway,"€195,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"8 WHEATFIELD CLOSE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€230,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"80 Hammerstone, Straffan",,Kildare,"€427,312.00",New Dwelling house /Apartment
10/12/2020,"82 PARNELL DR, MULLHUDART, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,"€235,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"85 Medebawn, Avenue Road, Dundalk",,Louth,"€263,480.00",New Dwelling house /Apartment
10/12/2020,"87 GLEANN RIADA, BALLYMINION, LONGFORD",,Longford,"€80,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"9 BEACON, MEGELLAN CRESCENT, ROYAL CANAL PARK DUBLIN 15",Dublin 15,Dublin,"€295,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"9 BLOCK A, CASTLE ELMS, COOLOCK DUBLIN 17",Dublin 17,Dublin,"€215,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"9 EDEN PARK AVE, GOATSTOWN, DUBLIN",Dublin 14,Dublin,"€570,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"9 GRAY ST, OFF MEATH ST, DUBLIN 8",Dublin 8,Dublin,"€345,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"9 RIVERDALE, DUBLIN RD, ORANMORE",,Galway,"€191,372.22",Second-Hand Dwelling house /Apartment
10/12/2020,"9 The Boulevard, Oldbridge Manor, Drogheda",,Meath,"€251,101.00",New Dwelling house /Apartment
10/12/2020,"9 The Park, Westfield, Leixlip",,Kildare,"€365,638.00",New Dwelling house /Apartment
10/12/2020,"90 ST BRIDGETTS PLACE, SLIGO, SLIGO",,Sligo,"€167,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"90 THE MALTHOUSE MARROWBONE LANE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€255,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"91 Longview Avenue, Millers Glen",,Dublin,"€317,180.62",New Dwelling house /Apartment
10/12/2020,"93 Longview Avenue, Millers Glen, Swords",,Dublin,"€312,775.00",New Dwelling house /Apartment
10/12/2020,"98 BLUEBELL WOODS, MAREE RD, ORANMORE",,Galway,"€191,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"AGIA GALINI, WHITECHURCH, NEW ROSS",,Wexford,"€382,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 1 EYRE COURT, EYRE ST, NEWBRIDGE",,Kildare,"€115,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 134, 109 PARNELL ST, DUBLIN",Dublin 1,Dublin,"€222,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 19 CANAL BANK WALK, CASTLEFORD, BALLYCONNELL",,Cavan,"€80,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 1, MONTPELIER SQ, 57 63 MONTPELIER HILL DUBLIN 7",Dublin 7,Dublin,"€7,938,725.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 23, GANDON HALL, LOWER GARDINER ST DUBLIN 1",Dublin 1,Dublin,"€210,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 2B, 86 NORTHUMBERLAND RD, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€450,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"Apt 3, The Rectory (Park House), Baldoyle",Dublin 13,Dublin,"€400,881.10",New Dwelling house /Apartment
10/12/2020,"APT 47, LORETO ABBEY, RATHFARNHAM",Dublin 14,Dublin,"€312,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 4B, 86 NORTHUMBERLAND RD, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€475,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 5 EYRE COURT, EYRE ST, NEWBRIDGE",,Kildare,"€115,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 6 EYRE COURT, EYRE ST, NEWBRIDGE",,Kildare,"€130,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 6, MILLRACE VIEW, WOLFE TONE ST",,Sligo,"€120,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 6, THE CABLE STATION, WATERVILLE",,Kerry,"€135,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT 73 RIVERMILL, ATHLUMNEY ROAD, NAVAN",,Meath,"€125,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"APT A, NEW LINE RD, WATERVILLE",,Kerry,"€134,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"ARDPATRICK, KILMALLOCK, CO LIMERICK",,Limerick,"€65,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"AUGHAGOWLA, WESTPORT, MAYO",,Mayo,"€165,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"AVONDHUE, RHEBOGUE, DUBLIN ROAD",,Limerick,"€235,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BALLINASTOE, ROUNDWOOD, WICKLOW",,Wicklow,"€525,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BALLINODE, SLIGO",,Sligo,"€280,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BALLYARR, GLEBE, RAMELTON",,Donegal,"€82,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BALLYELLIS, GOREY, WEXFORD",,Wexford,"€227,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BALLYGLASS, KILTIMAGH, MAYO",,Mayo,"€78,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BALLYNALAHY, MENLOUGH, BALLINASLOE",,Galway,"€160,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BEAGH, LOUGHMOURNE, CASTLEBLAYNEY",,Monaghan,"€260,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BELLWAT, LINENHALL ST, DUNDALK",,Louth,"€117,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BLACKTHORN HOUSE, DERRYMORE, ROSCREA",,Tipperary,"€179,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"Block A  Apts 6-14 the Drive, Green Lane Manor  Rathcoole",,Dublin,"€1,748,588.94",New Dwelling house /Apartment
10/12/2020,"BOHREEN HILL, ENNISCORTHY, WEXFORD",,Wexford,"€245,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BRAMBLE LODGE, CASTLEWORKHOUSE, SALTMILLS",,Wexford,"€345,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"BRENMAR, BALLYWILLIAM, GOREY",,Wexford,"€283,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"CAPELLA, GOGGINS HILL, BALLINHASSIG",,Cork,"€450,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"CARLOW RD, LAOIS, KILDARE",,Kildare,"€182,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"CARRA LODGE, CARRABAUN, WESTPORT",,Mayo,"€595,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"COOLARTRAGH, CLONTIBRET, MONAGHAN",,Monaghan,"€175,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"CROMWELLSTOWN, KILTEEL, NAAS",,Kildare,"€535,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"CURRAHEEN, GOLF RD, FOXROCK DUBLIN 18",Dublin 18,Dublin,"€1,080,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"DESHURE, TERELTON, MACROOM",,Cork,"€230,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"DOONCAHA, TARBERT, KERRY",,Kerry,"€80,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"DOUGHMAKEON, LOUISBURGH, CO. MAYO",,Mayo,"€218,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"DUN NAOIN, DUNSANY MEATH, MEATH",,Meath,"€600,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"FEDDAUN, CAPPOQUIN, WATERFORD",,Waterford,"€269,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"GLANDORE HOUSE, GLANDORE PARK, MOUNTTOWN LOWER",,Dublin,"€980,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"HILLCREST, UPPER ROSSES, ROSSES POINT",,Sligo,"€590,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"HILLTOWN, BALLYMACARRY, BUNCRANA",,Donegal,"€132,890.00",Second-Hand Dwelling house /Apartment
10/12/2020,"HOLLY COTTAGE, NEWRY STREET, CARLINGFORD",,Louth,"€150,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"INSLEY HOUSE, BALLICKMOYLER, LAOIS",,Laois,"€265,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"KILMACRANE, BANTEER, CORK",,Cork,"€110,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"KNOCKNAGUR, TUAM, CO GALWAY",,Galway,"€140,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"KOLIBA BEECH RD, RAHEEN, ARKLOW",,Wicklow,"€480,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"KYLE, KNOCKAINEY, LIMERICK",,Limerick,"€361,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"MABESTOWN, THE WARD, MEATH",,Meath,"€480,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"MAIN STREET, BALLA, CO MAYO",,Mayo,"€147,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"MANOR, TULSK, CASTLEREA",,Roscommon,"€87,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"MELON HILL, KILCULLEN, KILDARE",,Kildare,"€490,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"MID SUMMERS COTTAGE, MAIN ST, DROMAHAIR",,Leitrim,"€102,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"MONAMEAN, OLD PARISH, GRANGE",,Waterford,"€260,000.00",New Dwelling house /Apartment
10/12/2020,"MONDELLIHY, DROMCOLLOGHER, COUNTY LIMERICK",,Limerick,"€75,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"MOUNT PLEASANT, LOUGHREA, GALWAY",,Galway,"€400,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"MOUNT PROSPECT, ROSCOMMON",,Roscommon,"€51,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"MULLYMUX, ROSCOMMON, COUNTY ROSCOMMON",,Roscommon,"€30,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"NY ANZ, KILDALTON, PILTOWN",,Kilkenny,"€157,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"PENROSE COTTAGE, KEELOGES, GALBALLY",,Limerick,"€385,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"RATHBAWN LODGE, KILTEEL, NAAS",,Kildare,"€600,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"SALTMILLS, COUNTY WEXFORD",,Wexford,"€96,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"SLANESTOWN, MULLINGAR, COUNTY WESTMEATH",,Westmeath,"€190,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"SPRINGHILL, BALLINDRAIT, LIFFORD",,Donegal,"€53,500.00",Second-Hand Dwelling house /Apartment
10/12/2020,"ST HELENS, TANDYS LANE, LUCAN",,Dublin,"€1,000,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"STATION HOUSE, KILMORNA, KERRY",,Kerry,"€275,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"SUNNYVALE ANSTER BALLACOOLA, LAOIS",,Laois,"€328,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"TATTYREAGH NORTH, ANNYALLA, CASTLEBLAYNEY",,Monaghan,"€268,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"THE COMMONS, LUSK, DUBLIN",,Dublin,"€560,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"THE DIAMOND, CASTLEFIN, LIFFORD",,Donegal,"€67,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"THE SANCTUARY, MACREDDIN, AUGHRIM",,Wicklow,"€415,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"THE WHITE HOUSE, PROBY SQUARE, BLACKROCK",,Dublin,"€850,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"TOBARTAOSCAIN, DROMONT, DELGANY",,Wicklow,"€909,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"TOBERSEANAVAN, COLLOONEY, SLIGO",,Sligo,"€350,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"TOWNAMULLOGUE, COURTNACUDDY, ENNISCORTHY",,Wexford,"€114,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"TRIHILL, BALLINAMORE BRIDGE, BALLINASLOE",,Galway,"€135,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"UNIT 20, CASTLE VERNON, DOLLYMOUNT AVE",,Dublin,"€788,546.25",New Dwelling house /Apartment
10/12/2020,"VALLAMBROSA, BALLYGILLAN BIG, ROSSLARE HARBOUR",,Wexford,"€140,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"WILTON 2, DAVIDSTOWN, ENNISCORTHY",,Wexford,"€180,000.00",Second-Hand Dwelling house /Apartment
10/12/2020,"WINDSOR, OVENS, CORK",,Cork,"€320,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 2 2A 3 3A-18  58 Brookhill, Ballea Road, Carrigaline",,Cork,"€6,174,008.00",New Dwelling house /Apartment
11/12/2020,"1 BALLYDUFF, KILMEADEN, WATERFORD",,Waterford,"€295,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 Bellingsmore, Church Road, Kilmartin",,Dublin,"€317,180.62",New Dwelling house /Apartment
11/12/2020,"1 DRUIDS COURT, DRUIDS GLEN, WICKLOW",,Wicklow,"€347,500.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 DUNMORE COTTAGES, CARRIGART, DONEGAL",,Donegal,"€160,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 ERRIS VIEW, BOYLE, ROSCOMMON",,Roscommon,"€245,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 HAMPTON WOOD WAY, ST MARGARETS RD, DUBLIN 11",Dublin 11,Dublin,"€239,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 Hazelwood Avenue, Foxwood",,Waterford,"€336,035.00",New Dwelling house /Apartment
11/12/2020,"1 HOME RULE TERRACE, SKIBBEREEN, CORK",,Cork,"€172,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 JAMES ST, CLAREMORRIS, MAYO",,Mayo,"€80,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 KENILWORTH ROAD, RATHGAR, DUBLIN 6",Dublin 6,Dublin,"€2,400,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 KILTIPPER RISE, KILTIPPER GATE, TALLAGHT",Dublin 24,Dublin,"€319,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 KINGSWOOD MEWS, KINGSWOOD",Dublin 24,Dublin,"€427,312.78",New Dwelling house /Apartment
11/12/2020,"1 Lanesville Grove, Monkstown",,Dublin,"€458,150.00",New Dwelling house /Apartment
11/12/2020,"1 LEAS NA MARA, BALLYMONEEN RD, KNOCK NA CARRA",,Galway,"€210,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 MEADOWS LANE, MAIN STREET, PILTOWN",,Kilkenny,"€158,589.93",New Dwelling house /Apartment
11/12/2020,"1 ORIEL HEIGHTS, COLLON, LOUTH",,Louth,"€232,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 SILVERLAWN, NAVAN, MEATH",,Meath,"€230,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 ST ANTHONYS VILLAS, FRIARS WALK, CORK",,Cork,"€272,500.00",Second-Hand Dwelling house /Apartment
11/12/2020,"1 The Drive, Bellingsmore, Kilmartin",,Dublin,"€352,422.91",New Dwelling house /Apartment
11/12/2020,"1 The Green, Bellingsmore, Kilmartin",,Dublin,"€352,422.91",New Dwelling house /Apartment
11/12/2020,"1 to 27  53 to 71, Baunacloka Heights, Mungret Gate  Baunacloka",,Limerick,"€11,159,572.00",New Dwelling house /Apartment
11/12/2020,"1 Walker Green, Parkside, Balgriffin",Dublin 13,Dublin,"€314,049.58",New Dwelling house /Apartment
11/12/2020,"10 ASHGROVE COURT, SANDYFORD RD, DUNDRUM DUBLIN 16",Dublin 16,Dublin,"€392,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"10 DUNBOY, BRIGHTON RD, FOXROCK DUBLIN 18",Dublin 18,Dublin,"€670,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"10 SILVER PINES, BREWERY RD, DUBLIN",,Dublin,"€530,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"10 The Avenue, Ros Mor, Kilmallock Road",,Limerick,"€237,875.00",New Dwelling house /Apartment
11/12/2020,"10 The Green, Bellingsmore, Church Road",Dublin 15,Dublin,"€370,044.00",New Dwelling house /Apartment
11/12/2020,"10 The Meadows, Oldbridge Manor, Rathmullen",,Meath,"€246,696.04",New Dwelling house /Apartment
11/12/2020,"10 The Park, Oldbridge Manor, Rathmullen",,Meath,"€214,912.91",New Dwelling house /Apartment
11/12/2020,"10 The Walk, Bellingsmore",,Dublin,"€352,422.91",New Dwelling house /Apartment
11/12/2020,"101 THE MAPLES, CLONSKEAGH, DUBLIN 14",Dublin 14,Dublin,"€530,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"11 ABBEY RD, DULEEK, MEATH",,Meath,"€157,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"11 CASTLE LAWN, TULLA RD, ENNIS",,Clare,"€197,500.00",Second-Hand Dwelling house /Apartment
11/12/2020,"11 HARMAN ST, DONORE AVE, DUBLIN 8",Dublin 8,Dublin,"€170,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"11 HAWTHORN AVE, BALLACOLLIG, MOUNTMELLICK",,Laois,"€165,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"11 JOHNS QUAY, KILKENNY, KILKENNY",,Kilkenny,"€243,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"11 Oldtown Manor, Cavan",,Cavan,"€169,559.00",New Dwelling house /Apartment
11/12/2020,"11 STAMER STREET, PORTOBELLO, DUBLIN 8",,Dublin,"€1,000,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"11 The Drive, Bellingsmore, Church Road",Dublin 15,Dublin,"€314,537.44",New Dwelling house /Apartment
11/12/2020,"11 The Meadows, Oldbridge Manor, Rathmullen",,Meath,"€214,912.91",New Dwelling house /Apartment
11/12/2020,"11 THE ORCHARDS, MONTENOTTE, CORK",,Cork,"€368,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"11 The Walk, Bellingsmore, Kilmartin",,Dublin,"€312,775.33",New Dwelling house /Apartment
11/12/2020,"11 WESTON PARK, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"€710,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"110 APPLEWOOD HEIGHTS, GREYSTONES, WICKLOW",,Wicklow,"€513,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"111 MOYGLARE VILLAGE, MAYNOOTH, KILDARE",,Kildare,"€170,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"111 THE SYCAMORES, EDENDERRY, OFFALY",,Offaly,"€240,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"115 PARK DRIVE AVE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€165,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"116 THE COURT BLOCK 10, DUNBOYNE CASTLE, DUNBOYNE",,Meath,"€158,333.00",Second-Hand Dwelling house /Apartment
11/12/2020,"119 THE COURT BLOCK 10, DUNBOYNE CASTLE, DUNBOYNE",,Meath,"€158,334.00",Second-Hand Dwelling house /Apartment
11/12/2020,"11D RATHBORNE CLOSE, ASHTOWN, DUBLIN 15",Dublin 15,Dublin,"€275,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"12 Highfield, Ardeskin, Donegal Town",,Donegal,"€209,251.10",New Dwelling house /Apartment
11/12/2020,"12 HUNTERS BROOK, DELGANY, WICKLOW",,Wicklow,"€364,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"12 MANOR GROVE, GRANGE MANOR, OVENS",,Cork,"€280,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"12 OAKGLADE HALL, CRADDOCKSTOWN, NAAS",,Kildare,"€192,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"12 RIVERWOOD LAWN, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€515,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"12 THE COURTYARD, ATHBOY, MEATH",,Meath,"€132,500.00",Second-Hand Dwelling house /Apartment
11/12/2020,"12 The Meadows, Oldbridge Manor, Rathmullen",,Meath,"€208,241.96",New Dwelling house /Apartment
11/12/2020,"12 The Walk, Bellingstown, Kilmartin",,Dublin,"€312,775.33",New Dwelling house /Apartment
11/12/2020,"121B GRIFFITH RD, DUBLIN 11, DUBLIN",Dublin 11,Dublin,"€300,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"122 BELLEVUE, ISLANDBRIDGE, DUBLIN 8",Dublin 8,Dublin,"€239,509.16",Second-Hand Dwelling house /Apartment
11/12/2020,"122 ELM PARK, SARSFIELD RD, WILTON",,Cork,"€210,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"125 BOOTERSTOWN AVENUE, BLACKROCK, CO DUBLIN",,Dublin,"€850,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 BEAU ST, WATERFORD",,Waterford,"€134,500.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 CAPTAIN'S LANE, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€316,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 FITZGERALD PARK, MOUNTTOWN, DUN LAOGHAIRE",,Dublin,"€375,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 PARKVIEW, SWORDS, DUBLIN",,Dublin,"€310,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 PINES HAMLET, DROGHEDA, LOUTH",,Louth,"€200,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 RADHARC NA SLEIBHTE, CHURCHTOWN, MALLOW",,Cork,"€143,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 RICHDALE COURT, MULLINGAR, WESTMEATH",,Westmeath,"€335,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 SLIABH RUA, BALLYBANE, GALWAY",,Galway,"€210,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 THE DRIVE, CYPRESS DOWNS, TEMPLEOGUE DUBLIN 6W",Dublin 16,Dublin,"€780,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 THE MEADOWS, MALLFIELD, THOMASTOWN",,Kilkenny,"€220,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 The Meadows, Oldbridge Manor, Rathmullen",,Meath,"€214,912.91",New Dwelling house /Apartment
11/12/2020,"13 THe Walk, Bellingsmore, Kimartin",,Dublin,"€312,775.33",New Dwelling house /Apartment
11/12/2020,"13 TULLASKEAGH SQUARE, ROSCREA, CO. TIPPERARY",,Tipperary,"€150,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"13 WALKINSTOWN DRIVE, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€356,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"133 ST HELENS VILLAGE, KILRANE, ROSSLARE",,Wexford,"€160,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"135 Clonlara, Kerry Pike",,Cork,"€299,560.00",New Dwelling house /Apartment
11/12/2020,"135 RATHDOWN PARK, GREYSTONES, CO WICKLOW",,Wicklow,"€505,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"137 FARRANFERRIS AVE, FARRANREE, CORK",,Cork,"€150,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"14-22 Gort Bui, Ballymakenny Road, Drogheda",,Louth,"€2,585,557.00",New Dwelling house /Apartment
11/12/2020,"14 AUGHACARRA, CORRIGEENROE, BOYLE",,Roscommon,"€55,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"14 The Meadows, Oldbridge Manor, Rathmullen",,Meath,"€231,277.53",New Dwelling house /Apartment
11/12/2020,"14 The Walk, Bellingsmore, Kilmartin",,Dublin,"€352,422.91",New Dwelling house /Apartment
11/12/2020,"14 The Wood, Bellingsmore, Kilmartin",,Dublin,"€352,422.91",New Dwelling house /Apartment
11/12/2020,"14 TULLYVARRAGA CRESCENT, SHANNON, CLARE",,Clare,"€235,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"141 Drakes Point, Crosshaven",,Cork,"€308,369.00",New Dwelling house /Apartment
11/12/2020,"15 CARRIG GEAL, OLD ROAD GALWAY, LOUGHREA",,Galway,"€165,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"15 HALLWELL LANE, HALLWELL, ADAMSTOWN",,Dublin,"€370,044.00",New Dwelling house /Apartment
11/12/2020,"15 Hammerstone Estate, Hammerstone, Straffan",,Kildare,"€427,312.00",New Dwelling house /Apartment
11/12/2020,"15 HILL ST, MONAGHAN, MONAGHAN",,Monaghan,"€63,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"15 LISSENFIELD, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"€435,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"15 Meadowbank Road, Millers Glen, Swords",,Dublin,"€378,855.00",New Dwelling house /Apartment
11/12/2020,"15 OLDBRIDGE AVENUE, OSBERSTOWN, NAAS",,Kildare,"€243,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"15 RUANBEG PARK, RUANBEG MANOR, KILDARE",,Kildare,"€240,000.00",Second-Hand Dwelling house /Apartment
11/12/2020,"15 The Meadows, Oldbridge Manor, Rathmullen",,Meath,"€220,264.32",New Dwelling house /Apartment
11/12/2020,"15 THE VIEW, CHAPELSTOWN GATE, CARLOW",,Carlow,"€196,500.00",Second-Hand Dwelling house /Apartment
11/12/2020,"15 The Walk, Bellingsmore",,Dublin,"€317,180.62",New Dwelling house /Apartment
11/12/2020,"15 The Wood, Bellingstown, Kilmartin",,Dublin,"€312,775.33",New Dwelling house /Apartment
11/12/2020,"15 VILLAGE GROVE, KILBRECK, STAMULLEN",,Meath,"€275,000.00",Second-Hand Dwelling house /Apartment
